Filename,Original,Translate
detto_amore.csv,"Almen pu  dir che serv  ,","almeno pu  dire di avere una serva,"
detto_amore.csv,Come ch i  poco vaglia.,anche se valgo poco.
detto_amore.csv,"Amor nessun non vaglia,","L amore non rifiuta nessuno,"
detto_amore.csv,"Ma ciaschun vuole ed ama,",ma desidera e ama tutti quelli
detto_amore.csv,"Chi di lui ben s inama,","che si innamorano avidamente,"
detto_amore.csv,E di colu  fa forza,e li stima
detto_amore.csv,Che con piacier fa forza,che si sforzano di compiacerlo
detto_amore.csv,"E non  , in nulla, parte.",e sono completamente sottomessi.
detto_amore.csv,Amor i nulla part  ,L amore   sempre
detto_amore.csv,Ch e  non sia tutto presto,completamente disposto ad aiutare
detto_amore.csv,A fine amante presto.,un amante perfetto che   disposto a servire.
detto_amore.csv,Cos  sue cose livera,"Quindi, d  la sua taglia"
detto_amore.csv,A chi l amor no llivera,a chi non abbandona l amore
detto_amore.csv,E mette pene e  ntenza,e mette molta fatica e voglia
detto_amore.csv,"In far sua penetenza,",a fare tale penitenza
detto_amore.csv,Tal chente Amor comanda,come l Amore impone
detto_amore.csv,A chi a llu  s acomanda ,su chi si fida di lui 
detto_amore.csv,"E chi la porta in grado,","e se uno sopporta volentieri la penitenza,"
detto_amore.csv,Il mette in alto grado,L amore mette questo in una posizione elevata
detto_amore.csv,"Di ci , ched e  disia ",rispetto all oggetto del suo desiderio 
detto_amore.csv,Per me cotal d  sia!,Possa sorgere per me un giorno simile!
detto_amore.csv,"Per ch i  gi  non dispero,","Per questo non dispero,"
detto_amore.csv,Ma ciaschedun d  spero,ma ogni giorno speranza
detto_amore.csv,"Merz , po   n su  travaglio","per favori, poich , nella sua camera di tortura,"
detto_amore.csv,"I  son, sanza travaglio,",Sono senza dolore
detto_amore.csv,E sonvi s  legato,e sono legato l  cos  saldamente
detto_amore.csv,Ch i  non vo  che Legato,che non desidero un legato pontificio
detto_amore.csv,Giamai me ne prosciolga ,per sciogliere sempre i miei legami 
detto_amore.csv,"Se nn   d altri pro , sciolga!","se altri possono trarne profitto, siano sciolti!"
detto_amore.csv,"Ch i  vo  c Amor m aleghi,",Perch  desidero essere legato all Amore
detto_amore.csv,Che che Ragion m alleghi ,qualunque cosa la Ragione possa sostenere 
detto_amore.csv,"Di lei il me  cor sicura,","L amore protegge il mio cuore da lei,"
detto_amore.csv,N  pi  di lei non cura.,e non si occupa pi  di lei 
detto_amore.csv,Ella si fa diessa ,"si dichiara una dea,"
detto_amore.csv,N  ffu n  fia di essa.,ma lei non lo   mai stata n  mai lo sar .
detto_amore.csv,Amor blasma e disfama,La ragione censura e scredita l Amore
detto_amore.csv,"E dicie ch e  difama,","e dice che   disonorevole,"
detto_amore.csv,"Ma non del mi , ciertano ",ma non certo con me 
detto_amore.csv,Perch i  per le  ciertan  ,perch  da lei lo so per certo
detto_amore.csv,Che ciaschedun s abatte ,che chiunque pu  essere sconfitto 
detto_amore.csv,"Me, che d Amor sa, batte,",attacca l Amore come meglio sa.
detto_amore.csv,"Ed a me dicie   Folle,","E lei mi dice   Stolto,"
detto_amore.csv,Perch  cos  t afolle,perch  ti sforzi cos  stupidamente?
detto_amore.csv,D aver tal signori a ?,avere una tale signoria?
detto_amore.csv,I  dico signo ri  ,Voglio dire che chiunque
detto_amore.csv,Chi porta su  sugiello.,porta il suo sigillo ha un signore terribile.
detto_amore.csv,I  per me non sugiello,Per me stesso non metto il mio sigillo
detto_amore.csv,"Della sua  nprenta, breve,","su qualsiasi carta che porta il suo timbro,"
detto_amore.csv,Ch   troppo corta e breve,"perch  la felicit    troppo breve e fugace,"
detto_amore.csv,"La gioia, e la noia lungha.",e spiacevolezza troppo a lungo.
detto_amore.csv,"Or taglia   gieti, e lungha",Ora taglia i tuoi legami e vai lontano
detto_amore.csv,"Da lui, ch egl   di parte","da lui, perch  la natura dell amore   tale che,"
detto_amore.csv,"Che, chi da lu  si parte,","evita chi si allontana da lui,"
detto_amore.csv,"E  fugie, e si va via.",e va dall altra parte.
detto_amore.csv,"Or non tener sua via,","Quindi, non seguire la sua strada,"
detto_amore.csv,Se vuo  da llui canpare ,se vuoi fuggire da lui 
detto_amore.csv,"E se non, mal camp are,",altrimenti stai arando un brutto campo
detto_amore.csv,"Che biado non vi grana,",in cui il buon grano non crescer  
detto_amore.csv,Anzi perde la grana,"anzi, chi vi semina"
detto_amore.csv,Chiunque la vi gietta.,perder  il suo seme.
detto_amore.csv,"Perdio, or te ne gietta","Per l amor di Dio, vattene"
detto_amore.csv,"Di quel falso diletto,","da quel falso piacere,"
detto_amore.csv,E fa che sia a diletto,"e lascia che il mio piacere sia tuo,"
detto_amore.csv,"Del mi , ched egli   fine,",perch    perfetto
detto_amore.csv,Che d  gioia sanza fine.,e d  gioia senza fine.
detto_amore.csv,"Lo Dio, dov  i credenza,",Il dio in cui riponi la tua fede
detto_amore.csv,Non ti far  credenza,"non ti dar  alcuna garanzia,"
detto_amore.csv,Se non come Fortuna.,tranne quelli che la fortuna d .
detto_amore.csv,"Tu ss  in gran fortuna,","Sarai in una grande tempesta,"
detto_amore.csv,Se non prendi buon porto,se non trovi un porto sicuro
detto_amore.csv,"Per quel, ched i  t   porto,","secondo quello che ti ho detto,"
detto_amore.csv,"Ed a me non t aprendi,",e se non ti aggrappi a me
detto_amore.csv,E  l mi  sermone aprendi.,e impara da quello che ho detto.
detto_amore.csv,"Or mi rispondi, e di ,","Ora rispondimi e parla,"
detto_amore.csv,Ch egli   ancor gran d ,perch  c   ancora molto tempo
detto_amore.csv,A farmi tua risposta ,che tu mi dia la tua risposta 
detto_amore.csv,Ma no mi far risposta,ma non rifiutare semplicemente
detto_amore.csv,"A ci , ch i    proposato.",quello che ho proposto.
detto_amore.csv,D  tu se pro  posat   .,Dimmi se ho inquadrato bene il problema.
detto_amore.csv,"E, quand i  ebi intesa","E, dopo che avevo sentito"
detto_amore.csv,"Ragion, ch   stata intesa","Ragione, che era intenta"
detto_amore.csv,A trarmi de la regola,per avermi allontanato dalla regola
detto_amore.csv,"D Amor, che  l mondo regola,","d Amore, che reggi il mondo,"
detto_amore.csv,"I  le dissi   Ragione,","Le ho detto   Ragione,"
detto_amore.csv,I    salda ragione,Ho un buon arrangiamento
detto_amore.csv,"Con Amor, e d acordo","con Amore, e siamo molto felici"
detto_amore.csv,"Sian ben del nostro acordo,","con il nostro accordo,"
detto_amore.csv,Ed   scritto a mi  conto,ed   scritto nel mio libro mastro
detto_amore.csv,Ch i  non sia pi  tu  conto.,che non sono pi  in debito con te.
detto_amore.csv,"  la ragion dannata,",Quel conto   chiuso 
detto_amore.csv,"Perch i  t   per dannata,",per questo motivo ti considero   e ti ho considerato
detto_amore.csv,"Ed ebi per convento,","essere tutto spazzato via, mentre vanno queste cose,"
detto_amore.csv,Po  ch i  fu  del convento,da quando ho fatto il mio patto
detto_amore.csv,"D Amor, cu  Dio mantengha,","con Amore, a cui Dio possa tendere la mano,"
detto_amore.csv,E senpr e  me mantengha.,e possa tenermi sempre sano e salvo.
detto_amore.csv,"Tu mi vuo  trar d amare,",Vuoi impedirmi di amare
detto_amore.csv,E di  c Amor amar   ,"e dici che l amore   amaro,"
detto_amore.csv,"I   l truova  dolcie e fine,","ma l ho trovato dolce e perfetto,"
detto_amore.csv,"E su  comincio, e fine",e mi   piaciuto e mi piacer 
detto_amore.csv,"Mi piaque, e piacier ,","il suo inizio e la sua fine,"
detto_amore.csv,Ch   n s  gran piacier  .,perch  in lui c   un grande piacere.
detto_amore.csv,Or come vivereo?,"Ora, come potrei vivere?"
detto_amore.csv,Sanz Amor vive reo,Chi vive nel mondo
detto_amore.csv,Chi si governa al mondo ,vive male senza Amore 
detto_amore.csv,Sanz Amor egli   mondo,senza Amore   orfano
detto_amore.csv,"D ognie buona vertute,","d ogni buona virt ,"
detto_amore.csv,N  non pu  far vertute ,e non pu  compiere buone azioni 
detto_amore.csv,"Sanz Amor s    nuia,",senza Amore c   spiacevolezza
detto_amore.csv,"Che, con chu  regna, envia",che seduce colui che abita con lei
detto_amore.csv,D andarne diritto al luogo,andare direttamente sul posto
detto_amore.csv,L  dove Envia   lluogo.,dove Envy ha la sua casa.
detto_amore.csv,"E perci  non ti credo,","Pertanto, non ti credo,"
detto_amore.csv,Se ttu diciess o il Credo,anche se dicessi il Credo
detto_amore.csv,"E  l Pater nostro, e ll Ave.","e il Padre Nostro e l Ave Maria,"
detto_amore.csv,S  poco in te senn ave.,poich  in te c   cos  poca saggezza.
detto_amore.csv,"Adio, ched i  mi torno,","Addio, perch  me ne vado,"
detto_amore.csv,E fine Amante torno,e torner  ad essere un amante perfetto
detto_amore.csv,Per devisar ,per comporre un altra parte
detto_amore.csv,Com ell   ben partita,"per descrivere quanto   ben proporzionata,"
detto_amore.csv,"E di cors e di menbra,","sia nel suo corpo che nelle sue membra,"
detto_amore.csv,S  come a me mi menbra .,proprio come li ricordo.
detto_amore.csv,Cape  d oro battuto,La sua bella capigliatura
detto_amore.csv,"Paion, che m  n battuto,","sembra fatto d oro,"
detto_amore.csv,"Quelli, che porta in capo,","fili dorati che mi conquistarono,"
detto_amore.csv,Per ch i  a llor fo capo.,e con questi comincer .
detto_amore.csv,La sua piaciente ciera,Il suo bel viso
detto_amore.csv,"Nonn   senbiante a ciera,",non assomiglia alla cera 
detto_amore.csv,Anz   s  fresca e bella,"anzi,   cos  radioso e bello"
detto_amore.csv,Che lo me  cor s abella,che il mio cuore si compiaccia
detto_amore.csv,"Di non le mai affare,","nel non paragonarlo mai agli altri,"
detto_amore.csv,Tant   piaciente affare.,  una cosa cos  bella.
detto_amore.csv,"La sua fronte, e le ciglia,",La sua fronte e le sue sopracciglia sorpassano
detto_amore.csv,Bielt  dogni altr eciglia ,la bellezza di ogni altra donna 
detto_amore.csv,Tanto son ben voltati,sono cos  perfettamente arcuati
detto_amore.csv,Che   mie  pensier  voltati,che hanno rivolto i miei pensieri
detto_amore.csv," nno ver  lei, che gioia","verso lei, che mi d "
detto_amore.csv,Mi d  pi  c altra gioia.,con il suo sguardo dolce
detto_amore.csv,In su  Dolze Riguardo,pi  felicit  di qualsiasi gioiello.
detto_amore.csv,"Di nu mal   riguardo,",Nessuno su cui guarda
detto_amore.csv,"Cu  ella guarda in viso,","  preoccupato per qualsiasi malattia,"
detto_amore.csv,"Tant   piaciente aviso,",cos  bello   il suo volto.
detto_amore.csv,E d  s  chiara lucie,Le pupille dei suoi occhi sono cos  brillanti
detto_amore.csv,"Ch al sol to  la sua lucie,",che tolgono la luce del sole
detto_amore.csv,"E l oscura, e l aluna,",e oscurarlo ed eclissarlo
detto_amore.csv,S  come il sol la luna.,proprio come fa il sole con la luna.
detto_amore.csv,Perch i  a quella spera,Per questo motivo ho messo
detto_amore.csv,"  messa la mia spera,","tutta la mia speranza in quella stella,"
detto_amore.csv,"E, s i  ben co llei regnio,","e poich  vivo cos  bene con lei,"
detto_amore.csv,I  non vogli altro regnio.,Non desidero altro regno terreno.
detto_amore.csv,"La bocca, e  l naso, e  l mento","La bocca, il naso e il mento"
detto_amore.csv,"  pi  belli, e non mento,",sono pi  belle  e non mento 
detto_amore.csv,Ch unque nonn ebe Alena ,di quelli che aveva Helen 
detto_amore.csv,Ed   pi  dolcie alena,e il suo alito   pi  fragrante
detto_amore.csv,"C    ne ssuna pantera,",di qualsiasi pantera.
detto_amore.csv,Perch i  ver  sua pantera,"Per questo motivo ho, in buona fede,"
detto_amore.csv,"I  mi sono,  n fed , ito,",si mosse verso la sua rete
detto_amore.csv,E dentro vo  fedito,e vi sono inciampati 
detto_amore.csv,Ed  mene s  preso,e cos    successo
detto_amore.csv,Ched i  vi son s  preso,che sono stato cos  saldamente intrappolato l 
detto_amore.csv,"Che mai, di mia Partita","che mai, per mia scelta,"
detto_amore.csv,No mi far  partita.,lo lascer .
detto_amore.csv,"La gola sua, e  l petto,",La sua gola e il suo seno
detto_amore.csv,"S  chiar  , ch a Dio a petto",sono cos  splendenti che
detto_amore.csv,"Mi par esser la dia,",Mi sembra di essere alla presenza di Dio
detto_amore.csv,Ch i  vegio quella Dia.,in quel giorno in cui guardo quella dea.
detto_amore.csv,Tant   biancha e lattata,Cos  bianca e cremosa   lei
detto_amore.csv,Che ma  non fu alattata,che nessuna creatura   mai stata
detto_amore.csv,Nulla di tal valuta.,nato che   degno come lei.
detto_amore.csv,A me tropp   valuta,"Lei   molto preziosa per me,"
detto_amore.csv,Ch d ella s  m   dritto,perch  lei mi ha guidato
detto_amore.csv,"In saper tutto  l Dritto,",per fare uno studio completo della legge
detto_amore.csv,"C Amor usa in sua Corte,","che Amore segue nella sua corte,"
detto_amore.csv,Ch e  non v   legie corte.,dove non ci sono leggi inutili.
detto_amore.csv,"Mani   lunghette e braccia,","Le sue mani e le sue braccia sono sottili,"
detto_amore.csv,E chi co llei s abraccia,e chi l abbraccia
detto_amore.csv,"Giamai mal nonn   ghotta,","non soffre mai alcun male,"
detto_amore.csv,"N  di ren, n  di ghotta ","nessuna malattia renale, nessuna gotta "
detto_amore.csv,Il su  nobile stato,la sua nobile condizione
detto_amore.csv,S  mette in buono stato,mette tutti quelli che la guardano
detto_amore.csv,Chiunque la rimira.,in uno stato beato.
detto_amore.csv,Per che  l me  cor si mira,Per questo il mio cuore guarda
detto_amore.csv,"In lei e notte, e giorno,","nel suo giorno e notte,"
detto_amore.csv,"E senpre a llei agiorno,","e con il pensiero di lei saluto sempre l aurora,"
detto_amore.csv,"Ch Amor s  ll   inchesto,","perch  Amore ha voluto cos ,"
detto_amore.csv,N d e  non   inchesto,n  il mio cuore ha chiesto
detto_amore.csv,"Se potesse aver termine,","se tutto questo potesse finire,"
detto_amore.csv,C amar vorria san  termine.,perch  vorrebbe amare senza fine.
detto_amore.csv,"E quando va per via,","E quando va per strada,"
detto_amore.csv,Ciaschun di lei    nvia,tutti la desiderano
detto_amore.csv,"Per l andatura giente,",per il suo nobile movimento 
detto_amore.csv,"E quando parla a giente,","e quando parla con qualcuno,"
detto_amore.csv,S  humil mente parla,parla cos  dolcemente
detto_amore.csv,Che bocie d agnol par l .,che sembra la voce di un angelo.
detto_amore.csv,Il su  danzar e  l canto,La sua danza e il suo canto
detto_amore.csv,Val vie pi  ad incanto,sono pi  incantevoli di quelli
detto_amore.csv,"Che di nulla serena,","di ogni sirena,"
detto_amore.csv,Ch  ll aria fa serena ,perch  calmano l atmosfera.
detto_amore.csv,"Qando la bocie lieva,",Quando inizia a parlare
detto_amore.csv,Ogne nuvol si lieva,"ogni nuvola lascia il cielo,"
detto_amore.csv,E l aria riman chiara.,e l aria rimane cristallina.
detto_amore.csv,Per che  l me  cor s  chiar  ,Per questo il mio cuore   cos  fedele
detto_amore.csv,Di non far giamai canbio,che non cercher  mai di scambiarla
detto_amore.csv,Di lei a nessun canbio ,per un altro in ogni caso 
detto_amore.csv,Ch ell   di s  gran pregio,perch    di tale valore
detto_amore.csv,Ch i  non troveria pregio,che non ho mai trovato nessuno
detto_amore.csv,"Nessun, che mai la vaglia.",tesoro che sarebbe uguale a lei.
detto_amore.csv,"Amor, se Dio mi vaglia,","Amore, quindi aiutami Dio,"
detto_amore.csv,"Il terrebe a ffollore,","la considererei una follia,"
detto_amore.csv,E ben seria foll o re ,e sarei davvero stolto o malvagio
detto_amore.csv,Quand io il pensasse punto.,se dovessi considerare questo a tutti.
detto_amore.csv,M Amor l   s  a punto,Ma l Amore ha cos  precisamente
detto_amore.csv,"Nella mia mente pinta,",l ha dipinta nella mia mente
detto_amore.csv,Ch i  la mi vegio pinta,"che, non importa se dormo o sono sveglio,"
detto_amore.csv,"Nel cor, s i  dormo o veglio.",La vedo dipinta nel mio cuore.
detto_amore.csv,Unque asessino a Veglio,Non   mai stato un assassino
detto_amore.csv,"Non fu giamai s  presto,","cos  ben disposto verso il Vecchio,"
detto_amore.csv,"N  a Dio giamai il Presto,","n  il Prete Giovanni a Dio,"
detto_amore.csv,Com io a servir mante,come devo servire per amore
detto_amore.csv,"Per le vert , ch   mante.",per le tante virt  che possiede.
detto_amore.csv,E s io in lei pietanza,E se trova piet  in lei
detto_amore.csv,"Truov , o d una pietanza",o se mi   concesso
detto_amore.csv,"Del su  amor son contento,","una piccola parte del suo amore,"
detto_amore.csv,"I  sar  pi  contento,","sar  pi  felice,"
detto_amore.csv,"Per la sua gran valenza,","per il suo grande valore,"
detto_amore.csv,Che s io avese Valenza.,che se possedessi Valencia.
detto_amore.csv,Se Gielosia    n s  gina,Se la gelosia ha in se stessa l abilit 
detto_amore.csv,"Di tormene segina,","per portarmela via,"
detto_amore.csv,Lo Dio d Amor mi mente ,allora il Dio dell Amore mi sta mentendo.
detto_amore.csv,Ch d i    ben a mente,Perch  ricordo bene
detto_amore.csv,"Ci , ched e  m ebe in grado,","che piacere mi ha offerto,"
detto_amore.csv,Sed i   l servisse a grado.,purch  lo servissi fedelmente.
detto_amore.csv,Ben ci   egli un camino,Per essere sicuri c   un pi  breve
detto_amore.csv,"Pi  corto, n   l chamino,","modo, ma non lo prendo,"
detto_amore.csv,Perci  ch i  nonn   entrata,"per cui non ho profitto,"
detto_amore.csv,Ched i  per quell entrata,dal momento che ho potuto inserire solo uno
detto_amore.csv,Potesse entrar un passo.,passare attraverso quella porta.
detto_amore.csv,"Richeza guarda il passo,","A guardia del passaggio c   la ricchezza,"
detto_amore.csv,Che non fa buona chara,chi non ha un aspetto gentile
detto_amore.csv,"A que , che no ll   chara.",su coloro che non la tengono cara.
detto_amore.csv,E s  fu  i  s  sagio,Eppure ero cos  saggio
detto_amore.csv,Ched i  ne feci sagio,che ho fatto un tentativo
detto_amore.csv,S i  potesse oltre gire.,per vedere se potevo andare oltre.
detto_amore.csv, Per neente t agire! ,"State sprecando il vostro tempo,"
detto_amore.csv,"Mi disse, e cho mal viso ",mi disse con uno sguardo aspro.
detto_amore.csv," Tu ss  da me diviso,"," Non mi conosci,"
detto_amore.csv,Perci  i   l passo ti vieto ,e per questo vi proibisco il passaggio.
detto_amore.csv,"Non perch  ttu sie vieto,","Non   perch  sei vecchio,"
detto_amore.csv,Ma ttu no m acontasti,"ma poich  non mi hai mai conosciuto,"
detto_amore.csv,"Unque, ma mi contasti ","e infatti mi resisti,"
detto_amore.csv,"E io ciaschu schifo,",e sono ostile a chiunque
detto_amore.csv,Chi di me si fa schifo.,chi mi evita.
detto_amore.csv,"Va  tua via, e s  prochaccia,","Vai per la tua strada, e fai il meglio che puoi,"
detto_amore.csv,"Ch i  so ben, chi pro  chaccia,",per questo lo so bene  l abile cacciatore
detto_amore.csv,Convien che bestia prenda.,catturer  sicuramente la sua preda.
detto_amore.csv,Se fai che Veno inprenda,Se lo fai in modo che Venere dichiari
detto_amore.csv,"La guerr a Gielosia,","guerra alla gelosia,"
detto_amore.csv,"Come che  n gielo sia,","la seconda, anche se ha freddo,"
detto_amore.csv,"Convien ch ella si renda,","dovr  arrendersi,"
detto_amore.csv,E ched ella ti renda,e la tua signora ti ricompenser 
detto_amore.csv,"Del servir guiderdone,",per il tuo servizio
detto_amore.csv,Sanza che guiderdone.,senza alcun costo per te.
detto_amore.csv,Ma tutor ti ricorde ,Ma tieni presente questo 
detto_amore.csv,"Se ma  meco t acorde,",se un giorno vorrai trattare con me
detto_amore.csv,Oro e argiento aporta.,assicurati di portare oro e argento 
detto_amore.csv,I  t aprir  la porta,Ti aprir  la porta
detto_amore.csv,Sanza che ttu facci oste.,senza la tua guerra.
detto_amore.csv,E s  avrai ad oste,E cos  sarai il benvenuto
detto_amore.csv,"Folle Largheza mala,",dal malvagio Folle Larghezza
detto_amore.csv,"Che scioglier  la mala,",che scioglier  i cordoni della borsa
detto_amore.csv,E far  gran dispensa,e far  grandi provviste
detto_amore.csv,"In sale, ed in dispensa,",di sale e articoli da dispensa
detto_amore.csv,"E  n guardarobe, e  n ciella.",e vestiti e vini.
detto_amore.csv,Povert    su  anciella ,La povert    la sua serva 
detto_amore.csv,"Quella convien t apanni,",Ti deruber 
detto_amore.csv,"E che tti tragha   panni,","e prendi i tuoi vestiti,"
detto_amore.csv,"E le tue buone calze,",compresi i tuoi bei pantaloni
detto_amore.csv,"Che giamai no lle calze,","che non indosserai mai pi ,"
detto_amore.csv,"E la camiscia, e brache,","e la tua camicia e la tua biancheria,"
detto_amore.csv,Se ttu co lle  t inbrache.,se sei coinvolto con lei.
detto_amore.csv,Figlia fu a Chuor Fallito ,Era la figlia di Cuor Fallito 
detto_amore.csv,"Perdio, guarda  n fall ito","per l amor di Dio, statene certi"
detto_amore.csv,"Non sia ci , ch i  t   detto,",quello che ti ho detto non resta inascoltato.
detto_amore.csv,"E sie con meco adetto,","Sii fedele a me,"
detto_amore.csv,E mostra ben voglienza,e mostra la tua buona volont 
detto_amore.csv,"D aver mia benvoglienza,",avere il mio favore 
detto_amore.csv,Ch  Povertat   insoma,"perch  la povert   , infatti,"
detto_amore.csv,D ognie dolor la somma.,l epitome di ogni dolore.
detto_amore.csv,Ancor non t   nomato,Non te l ho ancora detto
detto_amore.csv,Un su  figluol nomato ,su uno dei suoi famosi figli 
detto_amore.csv,Inbolar huon l apella ,lo chiamano Imbolare 
detto_amore.csv,"Chi da llu  non s apella,","chi non si difende contro di lui,"
detto_amore.csv,Egli  l mena a le forche,"quello conduce al patibolo,"
detto_amore.csv,L  dove nonn   for che,l  dove la sua unica scelta
detto_amore.csv,"E  monti per la schala,",  salire le scale 
detto_amore.csv,"Dov ogne ben gli scala,","l  tutte le cose belle finiscono,"
detto_amore.csv,E danza a ssuon di vento,e balla al suono del vento
detto_amore.csv,Sanz ave mai avento.,senza mai riposare.
detto_amore.csv,Or s  tt   letto il salmo ,"Ora che ti ho letto il salmo,"
detto_amore.csv,"Ben credo a mente sa   l mo ,","Credo che tu lo sappia ormai a memoria,"
detto_amore.csv,S   l t   mostrato ad agio.,cos  chiaramente te l ho spiegato.
detto_amore.csv,"Se mai vien  per mi  agio,","Se mai vorrai essere un conforto per me,"
detto_amore.csv,Pensa d esser maestro,pensare di diventare un insegnante
detto_amore.csv,"Di ci , ch i  t amaestro ",di quell argomento che ti sto insegnando qui 
detto_amore.csv,Che Povert  tua serva,"considera che la Povert  non   tua serva,"
detto_amore.csv,"Non sia, n  mai ti serva,","n  ti servir  mai,"
detto_amore.csv,Ch   l su  servigio   malo.,"perch  il suo servizio   cattivo,"
detto_amore.csv,"E  ben pu  dicier  Mal   ,",e quello di cui si toglie i vestiti e le scarpe
detto_amore.csv,"Cu  ella spoglia o schalza,",pu  ben dire   Ho sfortuna  
detto_amore.csv,"Ch  d ogne ben lo schalza,",poich  lei prende da lui ogni cosa buona
detto_amore.csv,E mettelo in tal punto,e lo riduce in tale stato
detto_amore.csv,Ch a vederlo par punto.,che   doloroso vederlo.
detto_amore.csv,E gli amici e   parenti,E i suoi amici e parenti
detto_amore.csv,No gli son aparenti ,non avvicinarti a lui 
detto_amore.csv,"Ciascun le ren  gli torna,",tutti gli voltano le spalle
detto_amore.csv,E ciaschun se ne torna.,e vai via. . . . 
detto_amore.csv,"Per ch Amor m agia matto,",. . .per il fatto che l Amore mi ha reso schiavo
detto_amore.csv,O che mi tengha a matto,"o quella Ragione, che poco amo,"
detto_amore.csv,"Ragion, chu  i  poco amo,",mi considera uno sciocco
detto_amore.csv,"Gi , se Dio piacie, ad amo,","Non sgranocchier  mai, a Dio piacendo"
detto_amore.csv,"Ch ell agia, no m acrocho.",a qualunque gancio possa presentare.
detto_amore.csv,"Amor m   cinto il crocho,",L amore mi ha armato di uno spiedo
detto_amore.csv,"Chon che vuol ched i  tenda,",che mi chiede di maneggiare
detto_amore.csv,S i  vo  gir cho llu  in tenda.,se voglio andare in sua compagnia.
detto_amore.csv,"E  dicie, s i  balestro",E dice che se uso una balestra
detto_amore.csv,"Se non col su  balestro,","altro che suo,"
detto_amore.csv,O s i  credo a Ragione,o se do retta a qualcuno
detto_amore.csv,"Di nulla sua ragione,",dei discorsi di Reason
detto_amore.csv,"Ch ella mi dicha, o pungha,","con cui fornisce spiegazioni o esortazioni,"
detto_amore.csv,O sed i  metto in pungha,o se metto ricchezze
detto_amore.csv,"Richeza per guardare,","nella mia borsa per tenerli al sicuro,"
detto_amore.csv,"O s i  miro in guardare,",o se ho intenzione di salvaguardare
detto_amore.csv,"A llui se non, ci , ch  ",quello che ho guadagnato   e non da lui  
detto_amore.csv,"Di lui, non faccia cho ",allora non dovrei contare su di lui.
detto_amore.csv,"Ma mi gietta di taglia,",Ma lui mi interrompe
detto_amore.csv,E dicie che  n sua taglia,e lo dice in sua compagnia
